id,genres,vote_average,vote_count,title,keywords,score
324668,Action Thriller,5.9,2341,Jason Bourne,assassin amnesia flashback,6.367580928814599
70981,Science Fiction Adventure Mystery,6.3,5080,Prometheus,android dystopia alien spin off creation emergency surgery aftercreditsstinger stasis archeological dig god complex cave drawing genetic mutation origins of life,6.476174799648435
68724,Science Fiction Action Drama Thriller,6.4,3439,Elysium,dystopia space station class conflict,6.59612076664413
97020,Action Science Fiction,5.7,2342,RoboCop,cyborg future dystopia police remake violence detroit,6.255422383955539
75612,Action Science Fiction Adventure Mystery,6.4,4800,Oblivion,spacecraft dystopia space drone imax human vs alien,6.555912227929582
1895,Science Fiction Adventure Action,7.1,4116,Star Wars: Episode III - Revenge of the Sith,showdown death star vision cult figure hatred dream sequence expectant mother space opera chancel childbirth galactic war,7.057699807518429
1894,Adventure Action Science Fiction,6.4,3992,Star Wars: Episode II - Attack of the Clones,senate investigation army death star jedi cult figure wedding violence kendo laser gun space opera spaceport teenage rebellion good becoming evil alien race mechanical hand yoda,6.5775191640175175
585,Animation Comedy Family,7.5,5996,"Monsters, Inc.",monster infant energy supply company rivalry hijinks best friend scream conveyor belt energy company friend,7.37398750815477
76170,Action Science Fiction Adventure Fantasy,6.3,4053,The Wolverine,japan samurai mutant world war i marvel comic superhero based on comic book superhuman duringcreditsstinger,6.506885924209481
1893,Adventure Action Science Fiction,6.3,4432,Star Wars: Episode I - The Phantom Menace,prophecy senate queen taskmaster galaxy apprentice taxes space opera,6.494381177259463
49519,Adventure Animation Comedy Family Fantasy,6.8,2399,The Croods,stone age daughter father prehistoric ancient world father daughter relationship family cavemen aftercreditsstinger duringcreditsstinger,6.870714998321549
98566,Science Fiction Action Adventure Fantasy Comedy,5.8,2636,Teenage Mutant Ninja Turtles,martial arts terrorist hero mutation van turtle vigilante superhero based on comic book ninja new york city sewer reboot science experiment 3d,6.27784009786513
49047,Science Fiction Thriller Drama,7.3,5751,Gravity,space mission loss space astronaut trapped in space,7.218366107187358
166424,Action Adventure Science Fiction,4.4,2278,Fantastic Four,teleportation transformation telekinesis portal marvel comic superhero based on comic book superhero team fantastic four body horror invisible woman,5.544642827200403
1593,Action Adventure Comedy Family Fantasy,6.3,2862,Night at the Museum,museum skeleton night shift chaos genghis khan maya civilization natural history theodore roosevelt dinosaur based on children's book magical object security guard duringcreditsstinger inanimate objects coming to life,6.559307236381528
254128,Action Drama Thriller,6.0,2968,San Andreas,california earthquake catastrophe disaster film 3d san andreas san andreas california rescue operation,6.368335497230305
163,Thriller Crime,6.4,2124,Ocean's Twelve,sequel fabergé egg dutch eastindian company second part golden egg goon,6.661207281922001
787,Action Comedy Drama Thriller,6.5,2965,Mr. & Mrs. Smith,bomb assassin secret identity secret assault rifle gun married couple hitman decoy marriage crisis marriage job dysfunctional marriage gunfight bullet wound,6.677201093785181
262500,Adventure Science Fiction Thriller,6.2,3829,Insurgent,based on novel revolution dystopia sequel dystopic future young adult 3d divergent,6.447501099955488
53182,Action War,6.1,2397,300: Rise of an Empire,based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat minions naval warfare 3d,6.474587461370291
262504,Adventure Science Fiction,5.9,1998,Allegiant,based on novel revolution dystopia sequel dystopic future young adult based on young adult novel,6.40938581323317
39254,Action Science Fiction Drama,6.6,2692,Real Steel,father son relationship fight sport robot prizefighting father son reunion robot fighting,6.747299958919242
80274,Science Fiction Action Adventure,6.6,2303,Ender's Game,based on novel intolerance chosen one child prodigy futuristic space science fiction alien invasion military school morality tale based on young adult novel,6.761135783524348
1571,Action Thriller,6.4,2089,Live Free or Die Hard,usa washington d.c. helicopter hostage fbi kidnapping hacker satellite transport of prisoners traffic jam fistfight ex-cop sequel suspense shootout explosion violence cell phone car chase police car walkie talkie based on article cyber terrorism action hero power plant,6.6635350954544315
120,Adventure Fantasy Action,8.0,8705,The Lord of the Rings: The Fellowship of the Ring,elves dwarves orcs middle-earth (tolkien) hobbit based on novel mountains fireworks castle volcano password death of a friend uncle mirror wizard sword and sorcery,7.819182401681406
2048,Action Science Fiction,6.7,3793,"I, Robot",suicide artificial intelligence man vs machine chicago based on novel hero future law dystopia police murder robot 3d humanoid robot,6.785855690216951
286217,Drama Adventure Science Fiction,7.6,7268,The Martian,based on novel mars nasa isolation botanist stranded spaceship space engineering survival astronaut science deep space explorer duringcreditsstinger battle for survival,7.471401183111628
98,Action Drama Adventure,7.9,5439,Gladiator,rome gladiator arena senate roman empire emperor slavery battlefield blood ancient world father daughter relationship combat mother son relationship dream sequence chariot philosopher barbarian horde 2nd century successor,7.663295645957036
180,Action Thriller Science Fiction Mystery,7.1,2608,Minority Report,self-fulfilling prophecy washington d.c. evidence future hologram dystopia murder neo-noir future noir,7.043353664512354
672,Adventure Fantasy Family,7.4,5815,Harry Potter and the Chamber of Secrets,flying car witch magic cutting the cord child hero broom sorcerer's apprentice school of witchcraft giant snake black magic aftercreditsstinger,7.2950280573193265
36557,Adventure Action Thriller,7.3,3855,Casino Royale,italy poker casino terrorist banker money free running torture british secret service montenegro,7.191180618591304
280,Action Thriller Science Fiction,7.7,4185,Terminator 2: Judgment Day,cyborg shotgun post-apocalyptic dystopia moral ambiguity mental institution violence fictional war morphing nuclear weapons shape shifter savior catch phrase,7.475058560594968
68718,Drama Western,7.8,10099,Django Unchained,bounty hunter hero plantation society friendship friends revenge rivalry rescue shootout racism danger dentist django dual role aftercreditsstinger odd couple black slave deadly chases and races 19th century,7.671098206802799
76163,Action Adventure Thriller,6.1,2896,The Expendables 2,airplane number in title airplane crash violence beard ensemble cast loss of friend wisecrack humor airport lounge asian woman,6.435106398675172
2059,Adventure Action Thriller Mystery,6.4,1926,National Treasure,riddle treasure treasure hunt archaeologist archeology ,6.674946268698262
1372,Drama Thriller Action,7.3,2281,Blood Diamond,rebel journalist journalism loss of family slavery mercenary diamond mine sierra leone bootlegger fisherman special unit smuggling genocide in rwanda oppression,7.149601333662119
106646,Crime Drama Comedy,7.9,6571,The Wolf of Wall Street,corruption sex sexuality bank humor biography wall street marriage crisis rise and fall stockbroker drug stock broker,7.695158719276968
83542,Drama Science Fiction,6.6,2977,Cloud Atlas,clone future dystopia ensemble cast duringcreditsstinger century woman director 1930s,6.738581993995874
1734,Adventure Action Fantasy,6.0,2206,The Mummy Returns,son ancient egypt bracelet,6.437733096105166
3131,Drama History Crime,7.1,1910,Gangs of New York,fire irish-american immigrant gang war pickpocket ship gang of thieves butcher pig army rescue gang,7.032805392670935
18,Adventure Fantasy Action Thriller Science Fiction,7.3,3885,The Fifth Element,clone taxi cyborg egypt future stowaway space travel race against time arms dealer love alien priest end of the world good vs evil shootout police chase cab driver new york city space opera military opera singer resort hotel ancient astronaut archeologist ancient evil cruise liner,7.191751010568497
57800,Animation Comedy Adventure Family,6.2,2672,Ice Age: Continental Drift,blue footed booby prehistoric times melting ice badger elephant seal floating ice land bridge era glaciale deriva,6.51098965366436
150689,Romance Fantasy Family Drama,6.7,2374,Cinderella,cinderella magic prince fairy tale kingdom royalty orphan lost shoe evil stepmother retelling,6.814777260917229
12,Animation Family,7.6,6122,Finding Nemo,father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father,7.4528877611536775
122,Adventure Fantasy Action,8.1,8064,The Lord of the Rings: The Return of the King,elves orcs middle-earth (tolkien) based on novel suspicion bravery war honor troll brutality violence ghost end of trilogy quest sword and sorcery,7.88891255997412
121,Adventure Fantasy Action,8.0,7487,The Lord of the Rings: The Two Towers,elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery,7.795565630845619
1995,Adventure Fantasy Action Thriller,5.7,2192,Lara Croft: Tomb Raider,treasure buddhist monk planetary configuration angkor wat illuminati william blake treasure hunt archaeologist based on video game archeology ,6.276093621945151
157353,Thriller Science Fiction Drama Mystery,5.9,2295,Transcendence,artificial intelligence technology nanotechnology computer virus super computer resurrection love mind control terrorism scientist extremist moral dilemma computer scientist mind transfer quantum computer mind uploading,6.372784568124966
331,Adventure Action Thriller Science Fiction,5.7,2077,Jurassic Park III,exotic island dna paleontology tyrannosaurus rex velociraptor spinosaurus airplane rescue mission dinosaur jurassic park,6.293014183451943
61791,Thriller Action Drama Science Fiction,7.0,4347,Rise of the Planet of the Apes,intelligence zoo cage dystopia golden gate bridge ape monkey medical research alzheimer's disease,6.989001153342991
47964,Action Thriller,5.2,3493,A Good Day to Die Hard,bomb cia russia escape courthouse rogue moscow,5.807924322670919
9806,Action Adventure Animation Family,7.4,5152,The Incredibles,secret identity secret hero island wretch supernatural powers weapon lawsuit superhero,7.285072060810217
32657,Adventure Fantasy Family,6.0,2010,Percy Jackson & the Olympians: The Lightning Thief,monster greek mythology god poseidon   lightning bolt based on young adult novel,6.460026955069051
607,Action Adventure Comedy Science Fiction,6.9,4412,Men in Black,secret identity sun glasses undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit alien fictional government agency,6.918528051626733
863,Animation Comedy Family,7.3,3806,Toy Story 2,museum prosecution identity crisis airplane flea market collector teamwork friendship rescue team garage sale duringcreditsstinger toy comes to life personification inanimate objects coming to life,7.190235938963882
8355,Animation Comedy Family Adventure,6.5,2271,Ice Age: Dawn of the Dinosaurs,ice age bridge insanity jungle dinosaur birth duringcreditsstinger 3d,6.707127009755132
116745,Adventure Comedy Drama Fantasy,7.0,3144,The Secret Life of Walter Mitty,himalaya photographer magazine iceland daydream photograph shark fired from the job skateboard dreamer online dating daydreaming,6.986345482877274
1422,Drama Thriller Crime,7.9,4339,The Departed,undercover boston police friends mafia undercover cop mobster mole state police police training realtor,7.621146070173168
10674,Animation Family Adventure,7.6,2008,Mulan,homeland musical training daughter cricket princess dragon luck,7.295540696206253
65754,Thriller Crime Mystery Drama,7.2,2434,The Girl with the Dragon Tattoo,rape journalist based on novel journalism hacker nazis punk investigation remake antisocial personality disorder serial killer disappearance hacking computer hacker bible quote scandinavian abuse,7.098016977316668
1572,Action Thriller,6.9,2066,Die Hard: With a Vengeance,bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout new york city explosion violence car chase fbi agent simon says flashback dump truck aqueduct action hero federal reserve bank,6.929660827243042
10528,Action Adventure Crime Mystery,7.0,5766,Sherlock Holmes,detective scotland yard coffin black magic arrest partner sherlock holmes murder steampunk pentagram clue,6.99105356555254
257344,Action Comedy Science Fiction,5.6,2513,Pixels,video game nerd alien attack 3d pixels,6.175844034997411
644,Drama Science Fiction Adventure,6.8,1974,A.I. Artificial Intelligence,artificial intelligence prophecy prostitute android loss of mother extraterrestrial technology ice age adoption fairy tale pinocchio prosecution gigolo hologram dystopia alien destiny capture doppelganger,6.8785981885132035
291805,Action Adventure Comedy Crime Mystery Thriller,6.7,3235,Now You See Me 2,london england china magic secret society vigilante sequel revenge heist on the run macau china magician,6.795298563860081
46195,Animation Adventure Comedy Family,6.5,2166,Rio,brazil pet bird musical canary samba animal duringcreditsstinger rio 1 río 1,6.712558119540439
8358,Adventure Drama,7.5,3218,Cast Away,exotic island suicide attempt volleyball loneliness airplane crash deserted island tropical island survival skills,7.304755900223032
2502,Action Drama Thriller,7.2,2825,The Bourne Supremacy,berlin assassin based on novel amnesia sniper lie sequel suspense on the run shootout espionage violence foot chase car chase exploding house though guy one against many rail car dark past moscow hand to hand combat,7.106567683211335
161,Thriller Crime,7.2,3783,Ocean's Eleven,prison pickpocket strip club con artist atlantic city cockney accent las vegas card dealer explosives expert black and white scene male salt lake city utah,7.122490435458736
76492,Animation Comedy Family Fantasy,6.8,2566,Hotel Transylvania,witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisible man duringcreditsstinger  nosferatu protective father fang vamp,6.86803372397778
298,Crime Thriller,6.5,1999,Ocean's Thirteen,casino thief revenge heist las vegas pretending to be rich labor strike,6.7218084468358095
157350,Adventure Action Science Fiction,6.9,4663,Divergent,based on novel dystopia youth dystopic future caste system divergent based on young adult novel,6.917812737854575
22538,Action Adventure Comedy,7.2,2126,Scott Pilgrim vs. the World,whipping hipster underage girlfriend animated flashback character's point of view camera shot unconsciousness girl fight vegan aftercreditsstinger,7.090093768007198
49049,Action Science Fiction,6.6,1940,Dredd,usa corruption crime fighter judge metropolis law post-apocalyptic dystopia executive case police futuristic based on comic book gore survival gunfight gangster extreme violence psychic violence criminal justice drug lord based on graphic novel dystopic future dark humor expert marksman rookie dredd 2000 ad,6.776616486843038
9339,Comedy Drama Fantasy Romance,6.0,2104,Click,regret workaholic heart attack architect dying and death time travel remote control children liposuction hospital wedding dog second chance alternate reality fatherhood obese,6.4490583740583745
1949,Crime Drama Mystery Thriller,7.3,2023,Zodiac,california san francisco killing journalist newspaper mass murder planned murder embassy victim threat to death victim of murder code police murder serial killer reporter,7.139552424998118
310,Fantasy Comedy,6.4,3012,Bruce Almighty,christianity moon responsability moses street gang lovesickness journalism new love faith prayer god car crash,6.613386057621585
27578,Thriller Adventure Action,6.0,2926,The Expendables,tattoo martial arts sniper island mercenary bridge rescue escape church drug blade ensemble cast duringcreditsstinger,6.371582514878628
954,Adventure Action Thriller,6.7,2631,Mission: Impossible,paris london england spy cia terrorist secret identity undercover arms deal headquarter secret base secret mission prague embassy secret agent tgv computer mission based on tv series espionage agent,6.808177324447964
70160,Science Fiction Adventure Fantasy,6.9,9455,The Hunger Games,hallucination dystopia female protagonist bow and arrow knife throwing knife fight game archery blindness glamour roasted pig sponsor chariot fictional tv show mine explosion based on young adult novel,6.9102544613568755
45243,Comedy,6.2,3739,The Hangover Part II,sun glasses interpol undercover cop hangover duringcreditsstinger,6.451494914097561
11324,Drama Thriller Mystery,7.8,6336,Shutter Island,based on novel island hurricane investigation psychiatric hospital u.s. marshal conspiracy theory 1950s,7.611759607296894
20504,Action Thriller Science Fiction,6.6,2164,The Book of Eli,book post-apocalyptic dystopia faith blind,6.766731894335333
228150,War Drama Action,7.4,3946,Fury,world war ii nazis war nazi germany panzer tank,7.261110527260863
453,Drama Romance,7.7,3009,A Beautiful Mind,individual schizophrenia massachusetts love of one's life intelligence mathematician market economy economic theory princeton university nobel prize mathematical theorem m.i.t. mathematics delusion,7.420486804036749
8587,Family Animation Drama,8.0,5376,The Lion King,loss of parents wild boar uncle shaman redemption king scar hyena meerkat,7.735746248321098
584,Action Crime Thriller,6.2,2028,2 Fast 2 Furious,miami car race sports car los angeles car automobile racing,6.562789089046073
328111,Animation Family,5.9,3462,The Secret Life of Pets,"pet bunny anthropomorphism dog animal apartment building sewer terrier manhattan, new york city rodent mongrel",6.268690614649411
93456,Animation Comedy Family,7.0,4637,Despicable Me 2,secret agent bakery falling in love father daughter relationship duringcreditsstinger first date minions 3d,6.989493735350362
602,Action Adventure Science Fiction,6.7,3260,Independence Day,spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle,6.7948312674344375
330,Adventure Action Science Fiction,6.2,2487,The Lost World: Jurassic Park,exotic island dna paleontology tyrannosaurus rex velociraptor san diego dinosaur jurassic park animal horror,6.524290871107351
953,Family Animation,6.6,3237,Madagascar,lion hippopotamus giraffe penguin zebra,6.7314827863592495
9693,Drama Action Thriller Science Fiction,7.4,2071,Children of Men,police state hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying,7.194497297254754
36657,Adventure Action Science Fiction,6.8,4097,X-Men,mutant marvel comic superhero based on comic book superhuman,6.850484842451685
8909,Action Thriller Crime,6.4,2528,Wanted,assassin loss of father secret society mission of murder revenge,6.6370391475558215
950,Animation Family Comedy Adventure,6.5,2951,Ice Age: The Meltdown,mammoth sloth ice age barrier ice ice melting iceberg flooding adventure lovers deluge saber-toothed tiger,6.677719074182097
1824,Comedy Romance,6.6,2105,50 First Dates,deja vu amnesia hawaii ladykiller romantic comedy,6.769226488281111
75656,Thriller Crime,7.3,5487,Now You See Me,paris bank secret fbi vault magic new orleans investigation heist conspiracy money escape new york city las vegas explosion,7.215424104333925
594,Comedy Drama,7.0,1910,The Terminal,new york airport marriage proposal translation craftsman stewardess illegal immigration language barrier jfk international airport immigration law fast food restaurant security camera jazz musician saxophonist autograph passport eastern europe friendship,6.981850318505957
203801,Comedy Action Adventure,7.1,2265,The Man from U.N.C.L.E.,spy cold war remake based on tv series buddy cop russian spy american spy,7.038618641586911
9741,Science Fiction Thriller Drama,6.9,1946,Unbreakable,father son relationship train accident comic book marriage crisis invulnerability superhero suspense super powers,6.930601346022549
211672,Family Animation Adventure Comedy,6.4,4571,Minions,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions 3d,6.561482780585973
197,Action Drama History War,7.7,3336,Braveheart,individual scotland in love with enemy legend independence idealism revolt tyranny,7.438150845293704
35,Animation Comedy Family,6.9,2264,The Simpsons Movie,father son relationship lake springfield the simpsons duff beer garbage pig pollution environmental protection agency quarantine alcoholism love alaska dysfunctional family dysfunctional marriage ecology saving lives first love duringcreditsstinger donuts,6.928229264305708
809,Adventure Animation Comedy Family Fantasy,6.7,2988,Shrek 2,prison magic liberation honeymoon parents-in-law kingdom enchantment dancing scene transformation fairy-tale figure,6.800175645178132
920,Animation Adventure Comedy Family,6.6,3877,Cars,car race car journey village and town auto route 66 wrecker porsche retirement media friendship sport anthropomorphism los angeles road movie aftercreditsstinger duringcreditsstinger,6.716759585311218
16869,Drama Action Thriller War,7.9,6430,Inglourious Basterds,paris guerrilla cinema self sacrifice dynamite mexican standoff world war ii jew persecution jew nazis masochism sadism scalp winston churchill knife in hand anti semitism gore swastika blood bath german occupation of france violence gun violence,7.691665586315096
1573,Action Thriller,6.6,1896,Die Hard 2,ambush helicopter journalist based on novel airport hand grenade fistfight cop sequel snow dulles international airport shootout officer involved shooting terrorism explosion church violence sabotage walkie talkie swat team air traffic control commando unit snowmobile,6.778697443736005
117263,Action Thriller,6.2,2981,Olympus Has Fallen,white house secret service terrorist attack,6.491050282999488
587,Adventure Fantasy Drama,7.6,1994,Big Fish,circus father son relationship witch fish fishing love of one's life leech story teller apoplectic stroke fair mermaid cancer relationship youth gentle giant,7.29442848708061
49017,Horror Action Drama Fantasy War,6.2,2389,Dracula Untold,vampire dracula bite battle 15th century ottoman empire vlad fang vamp tepes,6.531808613778619
52520,Fantasy Action Horror,6.1,1862,Underworld: Awakening,vampire daughter hybrid child vampire werewolf imax lab experiment werewolf child fang vamp,6.528744928626022
24021,Adventure Fantasy Drama Romance,5.8,2301,The Twilight Saga: Eclipse,vampire graduation bite immortality werewolf fang vamp,6.3165115074377285
20352,Animation Family,7.1,6478,Despicable Me,adoptive father orphanage life's dream rivalry stealing ballet little girl orphan father daughter relationship tomboy mother son relationship intelligent kids evil doctor duringcreditsstinger minions supervillain 3d despicable cattivissimo,7.069713786480657
214756,Comedy,6.2,2463,Ted 2,sperm bank sequel buddy courthouse teddy bear aftercreditsstinger toy comes to life married,6.526100277557942
857,Drama History War,7.9,5048,Saving Private Ryan,war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s,7.64985590931223
425,Animation Comedy Family Adventure,7.1,3857,Ice Age,human evolution parents kids relationship squirrel ice loss of child mammoth sloth dying and death stone age prehistoric saber-toothed tiger cavemen prehistoric creature prehistoric adventure prehistoric times prehistoric man,7.055776193750699
603,Action Science Fiction,7.9,8907,The Matrix,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism,7.739690261310676
82695,Drama Music Romance,7.1,1884,Les Misérables,france robbery brothel mayor star musical arrest army rebellion wedding falling in love corpse parole convict girl disguised as boy,7.032336055740311
256591,Romance Comedy Crime Drama,6.7,2542,Focus,seduction con man femme fatale deception rivalry con artist,6.810375247440357
550,Drama,8.3,9413,Fight Club,support group dual identity nihilism rage and hate insomnia dystopia violence,8.081542539940607
329,Adventure Science Fiction,7.6,4856,Jurassic Park,exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park,7.425066881854645
273248,Crime Drama Mystery Western,7.6,4274,The Hateful Eight,bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war,7.408410400806186
1271,Action Adventure War,7.0,4997,300,evisceration javelin shield army fall from height ancient world s.a.t. minions,6.990047068772528
497,Fantasy Drama Crime,8.2,4048,The Green Mile,southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s,7.813666712063015
210577,Mystery Thriller Drama,7.9,5862,Gone Girl,based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife,7.676298339552197
2501,Action Drama Mystery Thriller,7.3,3583,The Bourne Identity,paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat,7.185720982382362
37165,Comedy Drama,7.8,4537,The Truman Show,claustrophobia hidden camera dystopia reality show make believe pretend,7.558642239528144
9654,Action Crime,6.6,1919,The Italian Job,venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper,6.777603591283263
294254,Action,6.4,3040,Maze Runner: The Scorch Trials,based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity,6.612161309832678
39514,Action Adventure Comedy Crime Thriller,6.6,2808,RED,cia retirement shot to death sniper rifle retired female spy alarm,6.743622532258897
75780,Crime Drama Thriller,6.3,2998,Jack Reacher,based on novel sniper investigation police quarry,6.5520154937324735
1487,Fantasy Action Science Fiction,6.5,2225,Hellboy,black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger,6.709471805357024
137106,Adventure Animation Comedy Family Fantasy,7.5,3070,The Lego Movie,father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman,7.298868823626382
293660,Action Adventure Comedy,7.4,10995,Deadpool,anti hero mercenary marvel comic superhero based on comic book breaking the fourth wall aftercreditsstinger duringcreditsstinger self healing,7.337398330441483
190859,War Action,7.4,4469,American Sniper,sniper biography iraq navy seal u.s. soldier,7.272627030771433
13,Comedy Drama Romance,8.2,7927,Forrest Gump,vietnam veteran hippie mentally disabled running based on novel vietnam vietnam war friendship love family relationships bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee,7.967125538522511
109424,Action Drama Thriller,7.6,2454,Captain Phillips,ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargo ship ship captain ship hijacking somali commando unit,7.327175410932748
156022,Thriller Action Crime,7.1,2954,The Equalizer,corruption assassin hostage fbi hitman russian security camera sadism vigilante sociopath revenge suspense organized crime gore gangster violence teenage prostitute commando interrogation surveillance ex soldier faked death loner call girl black ops hand to hand combat mysterious past,7.047443396604568
1402,Drama,7.7,2525,The Pursuit of Happyness,san francisco single parent homeless person bus worker homelessness work church service bad luck biography salesman stockbroker,7.3894824526487906
24,Action Crime,7.7,4949,Kill Bill: Vol. 1,japan coma martial arts kung fu underworld yakuza sword bride revenge gore female yakuza blood wedding samurai sword part animation,7.500378308908822
393,Action Crime Thriller,7.6,3948,Kill Bill: Vol. 2,brother brother relationship swordplay katana mother role rage and hate daughter right and justice single aftercreditsstinger duringcreditsstinger,7.397616434032859
11321,Drama,7.5,2039,Seven Pounds,vegetarian tax collector pianist blind organ transplant blood type,7.245388078064614
640,Drama Crime,7.7,3795,Catch Me If You Can,con man biography fbi agent overhead camera shot attempted jailbreak engagement party mislaid trust bank fraud inspired by a true story,7.459485876005207
18239,Adventure Fantasy Drama Romance,5.6,2436,The Twilight Saga: New Moon,moon cinema vampire werewolf fang vamp,6.186217418558799
808,Adventure Animation Comedy Family Fantasy,7.3,4056,Shrek,magic liberation lordship castle robin hood enchantment fairy-tale figure princess parody woman director ogre,7.194891377220368
72105,Comedy Fantasy,6.3,4697,Ted,friendship love teddy bear toy comes to life wishes come true,6.486499331928839
37686,Thriller Science Fiction Mystery,6.6,2435,Super 8,1970s secret alien train crash pistol firecracker duringcreditsstinger,6.756158499997129
187017,Crime Comedy Action,7.0,3319,22 Jump Street,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger,6.986808805577953
50646,Comedy Drama Romance,7.0,2443,"Crazy, Stupid, Love.",soulmates midlife crisis marriage crisis womanizer law school crazy relationship,6.984109808447642
225574,Action Thriller Mystery,6.8,2268,Non-Stop,airplane conspiracy airplane crash cell phone hijack one night mystery killer,6.872970907336775
752,Action Thriller Fantasy,7.7,4442,V for Vendetta,detective vatican fascism satanism fascist dystopia government chancellor revenge personification of satan torture hatred masked vigilante catholicism catholic priest catholic guilt jesuit vengeful spirit activist irish catholic vengeful jesuit priest gnosticism occultism,7.484263380340063
60304,Fantasy Horror Action,5.7,3239,Hansel & Gretel: Witch Hunters,witch black magic steampunk good vs evil troll extreme violence violence witchcraft evil witch hunt witch hunter evil witch duringcreditsstinger hansel and gretel guns 3d,6.157298564991478
89,Adventure Action,7.6,3152,Indiana Jones and the Last Crusade,saving the world venice holy grail library riddle father son relationship whip treasure nazis entrapment crusader treasure hunt escape panzer order of the templars archaeologist indiana jones archeology ,7.365334989958266
198184,Crime Action Science Fiction,6.6,3062,Chappie,artificial intelligence android robot near future robot cop,6.736178216857345
260346,Thriller Action,6.1,2200,Taken 3,revenge murder on the run fugitive framed father daughter relationship framed for murder,6.492860472931788
82675,Action Crime Thriller,6.1,2757,Taken 2,kidnapping turkey police chase bag over head violence fbi agent teenage daughter stealing a car ex-husband ex-wife relationship albanian u.s. embassy killed in an elevator security guard killed,6.4452425760298855
146233,Drama Thriller Crime,7.9,3085,Prisoners,pennsylvania kidnapping maze vigilante rural setting candlelight vigil,7.55012140672863
36647,Horror Action,6.5,1905,Blade,suicide hero vampire bite fistfight supernatural vampire hunter superhero rivalry tragic hero good vs evil one man army extreme violence martial arts master scientist violence disarming someone blade machine gun english subtitles in original hypodermic needle microscope secret headquarters bullet dodging bullet time kicked in the groin x rayed skeleton mouth guard escapade imaginary deadly master warrior supernatural ability fang vamp,6.727378248086696
508,Comedy Romance Drama,7.0,1869,Love Actually,london england male nudity female nudity love at first sight usa president marseille office christmas party marriage proposal bars and restaurants press conference language barrier prime minister rock star tv show metal detector war on terror school performance multiple storylines,6.981649601847045
9487,Adventure Animation Comedy Family,6.8,2303,A Bug's Life,winter fight ant invention collector ant-hill kids and family grass duringcreditsstinger,6.87235421207508
68734,Drama Thriller,7.1,3423,Argo,cia wife husband relationship document revolution hiding place canadian press conference biography hanged man american abroad crane subtitled scene movie poster based on article extraction iran hostage crisis sweatshop intelligence agent film studio langley virginia 1980s,7.052128280284284
64688,Action Comedy Crime,6.7,4074,21 Jump Street,male friendship high school parody crude humor based on tv series undercover cop buddy cop buddy comedy duringcreditsstinger,6.781775207003541
228967,Action Comedy,6.1,2304,The Interview,cia coup d'etat north korea assassination attempt evil dictator,6.482997232012297
745,Mystery Thriller Drama,7.7,3147,The Sixth Sense,child abuse sense of guilt loss of child confidence psychology dying and death marriage crisis afterlife single paranormal phenomena cowardliness child spiritism,7.4282239607429155
168672,Drama Crime,6.8,2807,American Hustle,con artist scam mobster fbi agent,6.864504183469181
165,Adventure Comedy Family Science Fiction,7.4,3829,Back to the Future Part II,skateboarding flying car car race delorean lightning almanac inventor time travel sequel diner alternate history teenager electric guitar walking cane high school dance hoverboard video phone,7.258243239208055
240832,Action Science Fiction,6.3,5878,Lucy,artificial intelligence telepathy intelligence drug mule telekinesis futuristic drug superpower tough girl imax surgery brain capacity synthetic drug human brain,6.457955488814439
